Campaign_ID,Target_Audience,Campaign_Goal,Duration,Channel_Used,Conversion_Rate,Acquisition_Cost,ROI,Location,Language,Clicks,Impressions,Engagement_Score,Customer_Segment,Date,Company,Year,Month,CTR
655012,Men 18-24,Market Expansion,45 Days,Facebook,0.15,8265.79,4.84,Miami,Spanish,21646,65634,3,Food,2022-04-22,Nosh Nirvana,2022,4,32.97985800042661
154584,Men 18-24,Increase Sales,15 Days,Instagram,0.1,3442.56,3.74,Las Vegas,Spanish,8533,26795,8,Food,2022-10-22,Gourmet Grove,2022,10,31.84549356223176
673387,Women 25-34,Increase Sales,15 Days,Facebook,0.07,3507.27,7.3,Miami,Spanish,8706,27309,5,Home,2022-07-06,Cozy Corners,2022,7,31.879600131824677
335101,Women 18-24,Product Launch,15 Days,Instagram,0.13,500.0,7.02,Miami,English,1891,7122,5,Health,2022-12-20,Heal Hub,2022,12,26.551530468969393
943329,All Ages,Increase Sales,60 Days,Pinterest,0.14,13260.13,1.149344905398747,Los Angeles,English,20565,67944,1,Technology,2022-03-14,Innovate Infinity,2022,3,30.267573295655247
208549,Men 25-34,Market Expansion,45 Days,Twitter,0.11,10648.39,3.2,New York,Spanish,28120,84813,3,Health,2022-03-03,Wellness Waves,2022,3,33.15529458927287
753767,Men 18-24,Product Launch,30 Days,Twitter,0.14,4838.25,4.66,New York,English,12331,38046,8,Health,2022-11-29,Wellness Waves,2022,11,32.41076591494507
742836,Men 25-34,Increase Sales,30 Days,Pinterest,0.14,5199.65,0.1644474825764925,New York,French,7824,26459,1,Fashion,2022-10-11,Silk & Style,2022,10,29.570278544162665
681197,Women 35-44,Brand Awareness,60 Days,Instagram,0.12,11809.56,3.68,Los Angeles,French,31276,94160,4,Technology,2022-04-18,Code Crafters,2022,4,33.21580288870008
792851,Women 25-34,Market Expansion,15 Days,Twitter,0.11,2450.52,4.49,New York,French,5986,19250,9,Technology,2022-03-07,NexGen Nerds,2022,3,31.096103896103894
113657,Women 18-24,Product Launch,45 Days,Facebook,0.14,10969.28,2.38,Las Vegas,French,28986,87377,4,Fashion,2022-03-15,Chic Couture,2022,3,33.17348959108232
124731,Women 35-44,Brand Awareness,45 Days,Twitter,0.14,8510.82,7.38,New York,French,22316,67621,9,Fashion,2022-12-25,Silk & Style,2022,12,33.00158234867867
956359,Men 18-24,Product Launch,60 Days,Pinterest,0.15,15000.0,0.6077406964783422,New York,French,22573,74484,1,Home,2022-03-12,Nest Neat,2022,3,30.305837495301002
929772,Men 45-60,Market Expansion,30 Days,Twitter,0.15,5457.97,6.57,Los Angeles,Spanish,14016,43035,10,Food,2022-03-05,Epicurean Edge,2022,3,32.56883931683514
614783,Men 18-24,Market Expansion,15 Days,Instagram,0.14,3419.48,0.52,Austin,English,8474,26620,7,Fashion,2022-12-26,Silk & Style,2022,12,31.833208114199852
432288,Men 25-34,Product Launch,30 Days,Instagram,0.06,7363.44,7.72,Las Vegas,Spanish,19171,58306,4,Fashion,2022-07-12,Attire Artistry,2022,7,32.87997804685624
835645,Women 35-44,Product Launch,45 Days,Instagram,0.15,9376.43,7.13,New York,English,24637,74495,7,Health,2022-03-28,Heal Hub,2022,3,33.072018256258815
307267,Women 45-60,Product Launch,45 Days,Pinterest,0.13,9463.66,0.3646444178870053,Austin,French,14609,48551,1,Health,2022-05-21,Wellness Waves,2022,5,30.090008444728223
909216,Men 45-60,Product Launch,30 Days,Twitter,0.02,6855.81,4.32,New York,English,17805,54259,1,Health,2022-05-09,Elixir Essence,2022,5,32.81483256233989
247193,Women 25-34,Product Launch,15 Days,Pinterest,0.02,3320.88,1.0528213830168929,Las Vegas,French,4825,16693,1,Technology,2022-08-05,Tech Titans,2022,8,28.9043311567723
134940,Men 45-60,Brand Awareness,30 Days,Twitter,0.13,5188.4,4.05,New York,French,13294,40898,2,Home,2022-05-22,Cozy Corners,2022,5,32.50525698078145
448677,All Ages,Brand Awareness,15 Days,Facebook,0.14,2123.64,7.31,Miami,English,5197,16914,6,Food,2022-09-03,Gastronomy Guild,2022,9,30.726025777462457
322088,Women 25-34,Brand Awareness,30 Days,Pinterest,0.05,6267.97,1.0188594029195737,Miami,Spanish,9525,31998,1,Fashion,2022-12-23,Fiber Fashion,2022,12,29.76748546784174
351924,Women 35-44,Product Launch,15 Days,Facebook,0.07,500.0,3.84,Miami,English,1791,6824,6,Home,2022-10-29,Space Spruce,2022,10,26.245603751465417
532919,Women 35-44,Market Expansion,60 Days,Twitter,0.12,13272.82,1.79,Los Angeles,English,35045,105323,6,Technology,2022-06-30,Cyber Circuit,2022,6,33.27383382547022
737481,Men 35-44,Brand Awareness,45 Days,Facebook,0.08,7861.44,3.91,Los Angeles,Spanish,20532,62336,7,Home,2022-12-14,Cozy Corners,2022,12,32.93762833675565
221222,Women 35-44,Increase Sales,30 Days,Twitter,0.13,5335.67,6.63,Austin,French,13684,42053,2,Food,2022-07-19,Culinary Quest,2022,7,32.53989013863458
626802,Men 45-60,Increase Sales,60 Days,Facebook,0.02,11791.8,7.01,Las Vegas,English,31228,94019,5,Health,2022-12-11,Well Wish,2022,12,33.2145630138589
248535,Men 18-24,Brand Awareness,60 Days,Instagram,0.03,11609.82,7.49,Miami,Spanish,30742,92577,8,Technology,2022-06-26,Cyber Circuit,2022,6,33.20695205072534
676371,Women 25-34,Product Launch,45 Days,Facebook,0.04,11175.78,2.8,Austin,French,29557,89068,5,Fashion,2022-02-28,Mode Maven,2022,2,33.18475771320789
556356,Women 25-34,Increase Sales,45 Days,Pinterest,0.04,9979.36,0.3574945273402012,Los Angeles,Spanish,15443,51265,1,Health,2022-09-04,Vigor Valley,2022,9,30.12386618550668
613672,Men 35-44,Increase Sales,30 Days,Instagram,0.05,7111.39,1.48,Austin,French,18501,56319,8,Food,2022-03-08,Culinary Quest,2022,3,32.85037021253929
867408,Men 45-60,Product Launch,45 Days,Facebook,0.04,8688.77,4.97,Las Vegas,Spanish,22795,69040,8,Technology,2022-07-09,Silicon Saga,2022,7,33.01709154113557
397254,Men 35-44,Market Expansion,60 Days,Facebook,0.09,13154.15,3.7,Miami,English,34757,104470,1,Home,2022-05-18,Decor Dreams,2022,5,33.26983823107112
118219,Men 18-24,Brand Awareness,45 Days,Facebook,0.06,8737.72,7.28,Las Vegas,Spanish,22925,69425,4,Health,2022-10-18,Aura Align,2022,10,33.02124594886568
408179,Men 45-60,Market Expansion,30 Days,Twitter,0.13,5332.55,3.84,New York,English,13678,42033,5,Home,2022-10-26,Furnish Fine,2022,10,32.54109866057621
335325,Men 25-34,Market Expansion,15 Days,Twitter,0.13,2688.45,5.07,Las Vegas,Spanish,6578,21004,3,Food,2022-06-08,Palate Paradise,2022,6,31.317844220148544
423122,Women 45-60,Product Launch,60 Days,Pinterest,0.09,14590.07,0.275270786051955,Miami,French,22195,73252,1,Fashion,2022-05-25,Glam Garments,2022,5,30.299514006443513
465335,Men 18-24,Brand Awareness,60 Days,Pinterest,0.14,15000.0,0.1769597910333996,Austin,Spanish,22621,74639,1,Technology,2022-08-13,NexGen Nerds,2022,8,30.30721204732111
277805,Men 35-44,Brand Awareness,45 Days,Instagram,0.04,7972.91,1.81,Miami,Spanish,20837,63241,1,Health,2022-12-04,Elixir Essence,2022,12,32.94856185069812
677652,All Ages,Market Expansion,15 Days,Twitter,0.09,1548.12,1.95,Las Vegas,Spanish,3912,13106,1,Home,2022-10-05,Hearth Harmony,2022,10,29.848924156874713
856373,All Ages,Increase Sales,45 Days,Instagram,0.13,8741.7,5.75,Los Angeles,French,22935,69455,3,Home,2022-05-13,Dwell Delight,2022,5,33.02138075012598
785572,Men 45-60,Market Expansion,60 Days,Pinterest,0.14,15000.0,1.370991512349672,Miami,French,23452,77344,1,Technology,2022-04-23,Code Crafters,2022,4,30.321679768307817
190909,Women 45-60,Product Launch,45 Days,Facebook,0.02,9404.16,5.29,Austin,English,24717,74731,3,Food,2022-12-27,Savor Street,2022,12,33.07462766455688
933395,Women 35-44,Market Expansion,45 Days,Facebook,0.07,8390.26,6.9,Las Vegas,French,21986,66642,4,Technology,2022-08-22,Innovate Infinity,2022,8,32.9912067464962
171035,All Ages,Market Expansion,15 Days,Twitter,0.07,689.31,4.61,Las Vegas,Spanish,2353,8490,4,Home,2022-08-17,Decor Dreams,2022,8,27.714958775029448
519628,Men 18-24,Product Launch,45 Days,Instagram,0.08,8890.31,7.49,Las Vegas,French,23327,70614,10,Food,2022-10-23,Palate Paradise,2022,10,33.034525731441356
901942,Women 25-34,Brand Awareness,45 Days,Facebook,0.11,8586.74,5.91,Miami,French,22526,68241,4,Technology,2022-08-30,Tech Titans,2022,8,33.00948110373529
740685,Men 25-34,Market Expansion,45 Days,Facebook,0.1,8700.0,7.14,Las Vegas,French,22825,69129,2,Fashion,2022-07-12,Trend Tailors,2022,7,33.01798087633265
807997,Men 45-60,Increase Sales,30 Days,Facebook,0.13,6876.43,1.22,Miami,Spanish,17862,54427,10,Fashion,2022-07-13,Attire Artistry,2022,7,32.8182703437632
588462,Men 25-34,Market Expansion,60 Days,Facebook,0.03,15000.0,7.63,Austin,French,39651,118966,2,Home,2022-05-21,Living Luxe,2022,5,33.32969083603719
306049,All Ages,Brand Awareness,60 Days,Facebook,0.08,11661.99,0.71,Los Angeles,French,30881,92990,5,Food,2022-02-20,Nosh Nirvana,2022,2,33.208947198623505
947591,Men 25-34,Brand Awareness,30 Days,Pinterest,0.09,6665.0,0.8776490646201941,Las Vegas,Spanish,10150,34032,1,Home,2022-12-25,Space Spruce,2022,12,29.824870709920077
169293,Men 45-60,Market Expansion,45 Days,Instagram,0.05,10028.88,1.92,Las Vegas,French,26428,79802,1,Health,2022-07-28,Pulse Point,2022,7,33.11696448710559
173767,Men 35-44,Market Expansion,15 Days,Twitter,0.05,4099.42,2.0,Austin,English,10313,32068,4,Home,2022-09-12,Dwell Delight,2022,9,32.159785455906196
236852,Women 45-60,Product Launch,30 Days,Pinterest,0.05,4998.02,0.7578883979612268,New York,French,7497,25394,1,Technology,2022-02-07,Pixel Pioneers,2022,2,29.52272190281169
500446,Men 45-60,Increase Sales,45 Days,Facebook,0.04,8048.06,3.08,New York,French,21047,63863,5,Technology,2022-01-28,Innovate Infinity,2022,1,32.956484975651
573764,Women 25-34,Market Expansion,15 Days,Twitter,0.12,3588.78,7.1,Austin,English,8929,27969,8,Food,2022-02-08,Palate Paradise,2022,2,31.92463084128857
645228,All Ages,Product Launch,60 Days,Facebook,0.06,11836.51,5.78,Los Angeles,Spanish,31342,94356,6,Health,2022-07-26,Wellness Waves,2022,7,33.21675357157997
276024,Women 25-34,Market Expansion,45 Days,Instagram,0.05,8886.19,6.62,New York,English,23316,70582,2,Technology,2022-06-06,Innovate Infinity,2022,6,33.033917996089656
947771,Men 45-60,Increase Sales,45 Days,Instagram,0.15,8179.03,2.85,Miami,English,21406,64925,1,Health,2022-05-20,Well Wish,2022,5,32.97035040431267
539946,All Ages,Product Launch,60 Days,Pinterest,0.05,12514.21,0.3539195820667992,Las Vegas,French,19453,64324,1,Health,2022-07-21,Heal Hub,2022,7,30.242211305267087
776425,All Ages,Brand Awareness,30 Days,Twitter,0.09,7069.19,4.7,Los Angeles,Spanish,18385,55976,3,Fashion,2022-06-06,Glam Garments,2022,6,32.84443332856939
105714,Men 25-34,Product Launch,60 Days,Facebook,0.11,13499.39,0.88,Austin,English,35575,106893,8,Food,2022-04-15,Bistro Bliss,2022,4,33.28094449589777
789483,Men 18-24,Increase Sales,30 Days,Instagram,0.09,7538.64,3.36,Austin,French,19649,59720,6,Fashion,2022-10-08,Mode Maven,2022,10,32.90187541862023
593774,Men 35-44,Increase Sales,30 Days,Facebook,0.05,6047.09,2.29,Los Angeles,Spanish,15625,47802,7,Fashion,2022-06-01,Style Sphere,2022,6,32.68691686540312
581487,Women 35-44,Brand Awareness,30 Days,Facebook,0.04,6504.71,6.58,Los Angeles,English,16859,51456,9,Health,2022-04-14,Vigor Valley,2022,4,32.763914800995025
739330,Men 18-24,Product Launch,60 Days,Instagram,0.13,14488.3,4.63,New York,Spanish,37614,112935,5,Home,2022-12-28,Nest Neat,2022,12,33.30588391552663
626750,Men 18-24,Product Launch,15 Days,Twitter,0.02,3579.09,2.59,Los Angeles,English,8901,27885,5,Fashion,2022-06-13,Mode Maven,2022,6,31.92038730500269
677901,Men 25-34,Market Expansion,45 Days,Instagram,0.03,10432.0,5.38,Las Vegas,French,27525,83051,6,Technology,2022-11-05,Quantum Quirks,2022,11,33.142286065188856
459262,All Ages,Market Expansion,60 Days,Instagram,0.1,14316.45,0.92,Miami,Spanish,37300,112004,8,Health,2022-09-04,Balance Beam,2022,9,33.30238205778365
925052,Women 35-44,Increase Sales,15 Days,Instagram,0.1,2501.69,6.04,Miami,French,6116,19635,10,Technology,2022-02-28,Innovate Infinity,2022,2,31.1484593837535
425623,Men 25-34,Increase Sales,30 Days,Instagram,0.02,7725.57,1.51,New York,English,20165,61248,10,Health,2022-11-18,Wellness Waves,2022,11,32.92352403343783
990496,All Ages,Increase Sales,30 Days,Facebook,0.14,7028.35,6.86,Los Angeles,French,18278,55661,4,Technology,2022-05-07,Silicon Saga,2022,5,32.83807333680674
248502,Women 25-34,Brand Awareness,60 Days,Twitter,0.11,12043.59,7.64,Miami,Spanish,31878,95944,7,Fashion,2022-04-06,Runway Rebels,2022,4,33.22563161844409
602967,Women 35-44,Market Expansion,15 Days,Twitter,0.14,3288.35,7.1,Los Angeles,French,8126,25590,5,Fashion,2022-07-12,Mode Maven,2022,7,31.75459163735834
174379,Men 35-44,Market Expansion,15 Days,Instagram,0.05,3456.78,5.29,Los Angeles,Spanish,8569,26901,8,Home,2022-04-27,Nest Neat,2022,4,31.853834429946843
593796,Men 35-44,Brand Awareness,15 Days,Facebook,0.01,2337.99,4.49,New York,Spanish,5717,18453,1,Food,2022-01-10,Epicurean Edge,2022,1,30.981412236492712
976578,Men 25-34,Increase Sales,15 Days,Pinterest,0.04,3501.82,1.424615691450702,Los Angeles,French,5104,17602,1,Food,2022-09-18,Savor Street,2022,9,28.996704919895468
178828,Women 45-60,Increase Sales,15 Days,Instagram,0.1,500.0,6.15,New York,Spanish,687,3554,10,Home,2022-03-22,Cozy Corners,2022,3,19.330332020258865
732922,All Ages,Market Expansion,30 Days,Twitter,0.07,6709.63,7.09,Miami,Spanish,17401,53061,7,Fashion,2022-08-19,Trend Tailors,2022,8,32.79433105293907
521655,Women 45-60,Product Launch,45 Days,Twitter,0.09,8419.23,4.69,Austin,English,22068,66885,2,Food,2022-09-14,Gourmet Grove,2022,9,32.993944830679524
110236,Men 35-44,Brand Awareness,30 Days,Pinterest,0.13,5392.41,0.2484586965014398,Miami,Spanish,8129,27452,1,Home,2022-08-28,Furnish Fine,2022,8,29.61168585166837
846716,Women 18-24,Product Launch,30 Days,Twitter,0.01,6733.06,3.39,Austin,English,17466,53255,3,Health,2022-12-26,Vital Vigor,2022,12,32.79692047695052
349689,Women 18-24,Increase Sales,60 Days,Pinterest,0.11,14240.48,0.6935393830399904,New York,English,21825,72047,1,Health,2022-02-27,Aura Align,2022,2,30.292725581911807
331449,Women 35-44,Market Expansion,15 Days,Pinterest,0.04,1782.02,0.1126107761121634,Las Vegas,Spanish,2583,9392,1,Technology,2022-02-21,Innovate Infinity,2022,2,27.502129471890974
499142,Men 35-44,Brand Awareness,60 Days,Twitter,0.12,12035.7,5.14,Las Vegas,English,31858,95885,3,Food,2022-07-24,Gourmet Grove,2022,7,33.22521770871356
113703,Men 18-24,Product Launch,15 Days,Instagram,0.08,3774.67,5.72,Austin,Spanish,9428,29446,7,Home,2022-07-26,Hearth Harmony,2022,7,32.017931128166815
354936,Men 25-34,Market Expansion,60 Days,Twitter,0.03,12522.01,6.12,New York,English,33140,99682,3,Health,2022-06-15,Aura Align,2022,6,33.245721394033026
197429,Women 35-44,Brand Awareness,60 Days,Pinterest,0.09,15000.0,0.1126107761121634,Los Angeles,English,22804,75233,1,Home,2022-01-12,Furnish Fine,2022,1,30.311166642297927
477543,Men 45-60,Brand Awareness,15 Days,Instagram,0.14,500.0,3.84,Austin,English,1668,6459,5,Health,2022-01-24,Heal Hub,2022,1,25.824431026474688
504461,Women 45-60,Increase Sales,30 Days,Pinterest,0.04,6158.23,0.9437855521781314,Miami,English,9353,31435,1,Food,2022-09-08,Savor Street,2022,9,29.75345951964371
708893,Women 45-60,Brand Awareness,30 Days,Instagram,0.04,7677.0,1.97,Los Angeles,French,20023,60828,4,Food,2022-06-03,Bistro Bliss,2022,6,32.917406457552445
955962,Men 18-24,Brand Awareness,60 Days,Twitter,0.12,13556.16,3.46,Los Angeles,English,35713,107302,8,Fashion,2022-06-05,Trend Tailors,2022,6,33.28269743341224
520531,Women 45-60,Brand Awareness,60 Days,Facebook,0.04,11932.86,5.39,Los Angeles,Spanish,31595,95105,9,Health,2022-02-26,Vigor Valley,2022,2,33.22117659429052
969490,Women 25-34,Increase Sales,15 Days,Instagram,0.14,500.0,3.77,Miami,French,638,3410,2,Technology,2022-12-23,Cyber Circuit,2022,12,18.70967741935484
650058,Women 18-24,Increase Sales,45 Days,Twitter,0.08,9515.51,1.16,Los Angeles,Spanish,25022,75636,8,Health,2022-09-21,Fitness Front,2022,9,33.082130202549045
218278,Men 35-44,Brand Awareness,60 Days,Instagram,0.01,12846.05,1.1,Austin,Spanish,33989,102196,3,Health,2022-12-06,Heal Hub,2022,12,33.25864025989276
556188,Men 25-34,Product Launch,45 Days,Pinterest,0.08,8066.72,1.2262062287768905,Los Angeles,French,12390,41328,1,Technology,2022-07-01,Gadget Giants,2022,7,29.979674796747968
700466,Men 35-44,Market Expansion,60 Days,Twitter,0.01,13685.32,7.75,Miami,English,35997,108145,9,Technology,2022-01-09,Silicon Saga,2022,1,33.28586619815988
993440,All Ages,Market Expansion,15 Days,Pinterest,0.07,2845.58,1.426403164087403,Austin,English,4093,14310,1,Health,2022-01-12,Fitness Front,2022,1,28.602375960866528
425886,Women 18-24,Brand Awareness,30 Days,Instagram,0.09,6727.06,4.57,New York,English,17452,53213,10,Fashion,2022-02-02,Silk & Style,2022,2,32.79649709657414
515733,Women 35-44,Brand Awareness,60 Days,Instagram,0.15,13198.25,2.65,Los Angeles,English,34868,104799,4,Home,2022-11-18,Decor Dreams,2022,11,33.27130984074276
372647,Women 25-34,Brand Awareness,60 Days,Instagram,0.05,15000.0,5.37,Austin,Spanish,39434,118323,7,Health,2022-12-17,Heal Hub,2022,12,33.3274173237663
188833,Men 45-60,Brand Awareness,45 Days,Instagram,0.11,9489.41,2.22,Miami,Spanish,24950,75423,10,Food,2022-03-12,Culinary Quest,2022,3,33.08009493125439
911073,Men 45-60,Increase Sales,15 Days,Instagram,0.11,2826.8,2.93,Los Angeles,French,6923,22027,10,Home,2022-03-03,Dwell Delight,2022,3,31.429609116084805
365683,Men 25-34,Increase Sales,45 Days,Facebook,0.15,9814.11,7.6,Las Vegas,English,25858,78113,6,Technology,2022-09-27,Cyber Circuit,2022,9,33.103324670669416
272685,Men 25-34,Product Launch,60 Days,Pinterest,0.15,12867.32,0.4450806865385506,Miami,English,19993,66083,1,Home,2022-06-19,Nest Neat,2022,6,30.25437707125887
309029,All Ages,Increase Sales,15 Days,Instagram,0.03,3358.04,2.31,Miami,English,8316,26151,9,Food,2022-05-12,Gourmet Grove,2022,5,31.799931168980155
611258,Women 45-60,Market Expansion,45 Days,Pinterest,0.04,8491.99,0.2144967164041207,Austin,French,13076,43561,1,Food,2022-01-25,Gastronomy Guild,2022,1,30.01767636188334
553220,All Ages,Product Launch,30 Days,Pinterest,0.06,7049.95,0.1626600099397915,New York,French,10766,36040,1,Technology,2022-06-04,Tech Titans,2022,6,29.872364039955606
474955,Men 35-44,Market Expansion,45 Days,Pinterest,0.07,9603.02,0.0786487960148442,Austin,English,14837,49292,1,Food,2022-08-22,Feast Flavors,2022,8,30.100219102491277
695687,Women 18-24,Increase Sales,30 Days,Twitter,0.03,4990.0,3.54,Austin,French,12742,39263,6,Home,2022-11-18,Dwell Delight,2022,11,32.452945521228635
962448,Women 18-24,Increase Sales,60 Days,Twitter,0.02,12364.23,7.5,Los Angeles,Spanish,32734,98480,4,Fashion,2022-12-09,Style Sphere,2022,12,33.23923639317628
482881,Men 35-44,Product Launch,15 Days,Twitter,0.1,3644.85,7.21,Austin,French,9076,28403,6,Technology,2022-08-19,Code Crafters,2022,8,31.954371017146077
100275,Women 25-34,Brand Awareness,60 Days,Instagram,0.07,15000.0,4.57,Miami,French,38686,116109,5,Home,2022-08-22,Decor Dreams,2022,8,33.31869191880044
176313,Men 45-60,Market Expansion,60 Days,Facebook,0.14,13619.02,5.56,Miami,English,35857,107730,6,Food,2022-03-09,Culinary Quest,2022,3,33.284136266592405
265493,Men 35-44,Product Launch,30 Days,Instagram,0.09,7523.44,5.99,New York,English,19610,59607,8,Health,2022-11-20,Heal Hub,2022,11,32.89882060831781
833371,Men 45-60,Product Launch,30 Days,Facebook,0.02,6910.29,3.63,Miami,English,17956,54706,3,Health,2022-11-17,Well Wish,2022,11,32.822725112419114
190344,Men 35-44,Market Expansion,45 Days,Instagram,0.11,9962.1,4.8,Austin,English,26246,79261,6,Technology,2022-01-01,Tech Titans,2022,1,33.11338489294861
500691,Women 25-34,Market Expansion,30 Days,Facebook,0.14,7082.91,1.18,Las Vegas,French,18421,56083,5,Fashion,2022-03-08,Silk & Style,2022,3,32.84596045147371
222366,Women 25-34,Increase Sales,15 Days,Instagram,0.06,1742.89,2.8,Austin,English,4312,14291,1,Home,2022-07-27,Dwell Delight,2022,7,30.172836050661257
354200,Men 25-34,Market Expansion,60 Days,Instagram,0.05,14085.04,0.03,Austin,French,36849,110668,9,Fashion,2022-03-28,Runway Rebels,2022,3,33.29688798930133
339525,Men 45-60,Increase Sales,45 Days,Instagram,0.13,8351.9,0.87,Las Vegas,Spanish,21878,66322,1,Home,2022-09-05,Decor Dreams,2022,9,32.98754561080788
219714,Men 35-44,Product Launch,15 Days,Instagram,0.15,1488.24,2.16,Las Vegas,Spanish,3782,12721,10,Food,2022-11-13,Gourmet Grove,2022,11,29.73036710950397
811481,Women 18-24,Brand Awareness,30 Days,Instagram,0.11,7172.82,2.91,Las Vegas,English,18668,56814,4,Fashion,2022-07-04,Chic Couture,2022,7,32.85809835603901
592533,Men 25-34,Market Expansion,60 Days,Instagram,0.09,15000.0,7.03,New York,English,38847,116585,4,Food,2022-09-14,Bistro Bliss,2022,9,33.32075309859759
690064,Men 45-60,Brand Awareness,45 Days,Twitter,0.09,7782.23,6.62,Miami,English,20322,61713,7,Health,2022-01-14,Vital Vigor,2022,1,32.92985270526469
872328,Men 18-24,Increase Sales,60 Days,Twitter,0.05,14353.48,5.85,Las Vegas,French,37368,112206,2,Home,2022-01-19,Furnish Fine,2022,1,33.30303192342656
207737,Men 35-44,Increase Sales,15 Days,Twitter,0.09,1826.68,4.73,Las Vegas,French,4496,14838,6,Technology,2022-08-05,Code Crafters,2022,8,30.300579592937055
676876,Women 18-24,Increase Sales,15 Days,Pinterest,0.04,2018.28,1.17258204967586,Austin,French,2904,10440,1,Health,2022-10-08,Heal Hub,2022,10,27.816091954022987
289400,Men 25-34,Increase Sales,60 Days,Instagram,0.05,13170.46,6.07,Las Vegas,English,34799,104596,4,Technology,2022-08-15,Giga Geeks,2022,8,33.269914719492135
662744,Women 18-24,Brand Awareness,60 Days,Facebook,0.11,11619.12,6.54,Austin,English,30766,92650,3,Food,2022-07-29,Culinary Quest,2022,7,33.20669185105235
675197,Women 45-60,Market Expansion,45 Days,Instagram,0.11,9459.0,5.12,New York,French,24863,75164,1,Technology,2022-03-09,Quantum Quirks,2022,3,33.07833537331702
770291,Women 25-34,Brand Awareness,15 Days,Facebook,0.12,569.82,5.71,New York,English,2184,7988,5,Fashion,2022-05-23,Trend Tailors,2022,5,27.341011517275916
278881,Men 18-24,Brand Awareness,30 Days,Instagram,0.08,7494.28,0.22,New York,English,19532,59373,4,Health,2022-12-27,Aura Align,2022,12,32.89710811311539
599062,All Ages,Market Expansion,30 Days,Pinterest,0.1,6341.15,1.3066424974284356,New York,Spanish,9643,32382,1,Fashion,2022-07-23,Fiber Fashion,2022,7,29.778889506515966
125924,Women 25-34,Market Expansion,45 Days,Facebook,0.02,8768.17,0.83,New York,Spanish,23006,69664,8,Health,2022-09-29,Vital Vigor,2022,9,33.02423059255857
585951,Men 35-44,Market Expansion,60 Days,Instagram,0.03,15000.0,0.49,Miami,Spanish,39500,118520,1,Technology,2022-02-08,Gadget Giants,2022,2,33.327708403644955
588462,Women 25-34,Increase Sales,45 Days,Pinterest,0.03,9173.09,1.0581838009269957,Las Vegas,Spanish,14153,47067,1,Health,2022-01-21,Well Wish,2022,1,30.06990035481335
580556,Women 45-60,Product Launch,45 Days,Instagram,0.01,8992.75,3.71,New York,Spanish,23607,71445,5,Fashion,2022-12-07,Fiber Fashion,2022,12,33.042200293932396
513036,Women 45-60,Brand Awareness,45 Days,Instagram,0.02,11320.42,1.84,Austin,French,29950,90234,5,Fashion,2022-06-29,Chic Couture,2022,6,33.19147992995988
828316,All Ages,Brand Awareness,15 Days,Pinterest,0.11,2676.14,0.2627584775950479,Los Angeles,English,3845,13503,1,Food,2022-03-03,Bistro Bliss,2022,3,28.475153669554913
456650,Men 45-60,Market Expansion,45 Days,Pinterest,0.05,8601.32,0.7400136715942166,New York,French,13252,44133,1,Food,2022-04-08,Bistro Bliss,2022,4,30.02741712550699
839835,Women 18-24,Product Launch,30 Days,Facebook,0.07,4366.01,5.6,Miami,Spanish,11038,34215,7,Fashion,2022-08-17,Attire Artistry,2022,8,32.26070436942861
286110,Women 45-60,Brand Awareness,45 Days,Facebook,0.03,10650.81,3.02,Miami,English,28128,84835,3,Home,2022-11-02,Homely Haven,2022,11,33.15612659869158
475404,All Ages,Increase Sales,45 Days,Instagram,0.12,10941.97,5.73,Miami,French,28915,87166,10,Home,2022-12-02,Hearth Harmony,2022,12,33.172337838147904
271667,Women 35-44,Product Launch,45 Days,Twitter,0.05,8425.29,7.28,Austin,French,22085,66935,1,Technology,2022-02-06,Code Crafters,2022,2,32.99469634720251
477989,Women 35-44,Market Expansion,15 Days,Instagram,0.11,640.15,5.75,Miami,Spanish,2278,8268,9,Health,2022-04-16,Elixir Essence,2022,4,27.552007740686985
906354,All Ages,Product Launch,45 Days,Twitter,0.02,8942.81,2.31,Las Vegas,French,23477,71061,5,Food,2022-04-22,Gastronomy Guild,2022,4,33.037812583554974
693213,Women 35-44,Market Expansion,45 Days,Pinterest,0.06,8334.5,0.294932985055666,Miami,French,12823,42734,1,Technology,2022-10-25,Tech Titans,2022,10,30.0065521598727
459763,Women 45-60,Market Expansion,60 Days,Instagram,0.01,14979.53,7.45,Los Angeles,Spanish,38381,115204,3,Food,2022-01-24,Nosh Nirvana,2022,1,33.31568348321239
689088,Men 25-34,Increase Sales,60 Days,Instagram,0.08,12865.4,3.81,Miami,French,34036,102337,7,Home,2022-06-21,Space Spruce,2022,6,33.258743172068755
513261,Men 35-44,Market Expansion,30 Days,Pinterest,0.03,6618.15,0.1018859402919573,Miami,English,10076,33789,1,Home,2022-04-02,Dwell Delight,2022,4,29.820355737074195
295874,Women 25-34,Increase Sales,60 Days,Instagram,0.03,15000.0,0.46,Miami,English,39618,118870,9,Fashion,2022-06-13,Vogue Visions,2022,6,33.32884663918566
768780,Women 18-24,Brand Awareness,60 Days,Pinterest,0.02,13240.13,0.280633203962058,Los Angeles,Spanish,20535,67850,1,Fashion,2022-08-05,Fiber Fashion,2022,8,30.265291083271922
628983,Men 35-44,Increase Sales,30 Days,Instagram,0.04,7507.88,4.36,Los Angeles,Spanish,19569,59483,6,Home,2022-08-16,Homely Haven,2022,8,32.898475194593416
